@relation subject101-cleaned-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst

@attribute activityID {1,2,3,4,5,6,7,12,13,16,17,24}
@attribute accelX numeric
@attribute accelY numeric
@attribute accelZ numeric
@attribute gyroX numeric
@attribute gyroY numeric
@attribute gyroZ numeric
@attribute magnetX numeric
@attribute magnetY numeric
@attribute magnetZ numeric

@data
1,3.76482,-3.9985,-8.2033,-0.045202,0.028316,-0.017822,19.4874,51.1605,30.4877
1,3.80501,-3.8467,-8.16472,0.032426,-0.011786,-0.005568,20.4884,51.9775,30.1378
1,3.76321,-4.03677,-8.24168,0.006811,0.046088,-0.013226,19.0256,51.3064,29.6844
1,3.80555,-3.96018,-8.12584,-0.004451,-0.006312,0.004154,19.0307,51.412,29.917
1,3.76401,-3.92295,-8.24205,0.040556,0.032306,0.011002,20.044,51.8929,30.2577
1,3.9149,-3.7727,-8.27879,-0.050552,0.015527,0.006764,19.8191,52.0162,30.1459
1,3.7297,-3.80817,-8.16598,0.003483,0.035356,-0.006096,20.052,51.1234,30.828
1,3.68817,-3.96031,-8.24306,0.020456,0.031941,-0.019354,20.0412,51.7858,30.1409
1,3.83718,-3.88627,-8.31806,-0.006401,0.013718,0.00394,20.8297,51.4078,30.5907
1,3.84066,-3.96114,-8.20229,-0.020431,0.013349,-0.000434,19.8166,51.4723,30.1401
1,3.72435,-3.80951,-8.32,0.016666,-0.021138,-0.001062,19.7996,51.2661,29.3279
1,3.8002,-3.96152,-8.27987,0.038623,0.020086,-0.00613,19.8313,51.6802,30.8365
1,3.72462,-3.96094,-8.281,0.012976,0.041664,-0.025822,20.1607,51.0098,30.7098
1,3.7616,-3.88568,-8.31919,0.006502,-0.001372,-0.005571,20.257,51.6689,29.7899
1,3.76027,-4.07538,-8.31857,0.035672,-0.006706,-0.005362,19.3699,51.3894,30.1443
1,3.8715,-4.00105,-8.39413,0.015522,-0.009277,0.005155,19.9432,51.237,30.9462
1,3.84093,-3.9232,-8.20241,-0.008929,-0.005372,-0.019271,19.8179,51.2532,30.2534
1,3.72275,-4.03715,-8.31926,-0.012417,0.032745,0.000297,19.3773,53.021,30.1618
1,3.72034,-3.99988,-8.3964,0.02055,0.003903,-0.005217,19.2572,52.1605,29.9224
1,3.76401,-3.92295,-8.24205,0.009231,-0.015576,-0.006829,19.8212,51.4691,30.3714
1,3.8026,-3.99879,-8.20273,-0.013809,0.008374,-0.033096,20.1547,52.2144,30.1442
1,3.76054,-4.03744,-8.31869,-0.050498,-0.002607,0.016206,19.8307,51.0259,30.9452
1,3.84146,-3.84732,-8.20266,0.012223,-0.001153,-0.001311,20.1647,51.88,30.7191
1,3.76508,-3.96056,-8.20342,-0.01985,-0.011171,-0.010409,19.8124,51.0389,30.0197
1,3.76107,-3.96156,-8.31894,0.005605,0.01019,-0.010223,20.0371,51.8978,29.9107
1,3.68442,-3.92338,-8.35871,0.001478,0.007817,0.027249,20.1403,51.5698,29.5588
1,3.80314,-3.92291,-8.20298,0.014313,-0.02053,-0.007758,20.257,51.6689,29.7899
1,3.75973,-3.9619,-8.35745,-0.026467,-0.004757,-0.016138,20.0446,51.0195,30.4798
1,3.72355,-3.92333,-8.31963,0.00958,0.026909,-0.012974,20.4905,51.4304,30.3633
1,3.7994,-4.07534,-8.2795,0.010816,0.03156,0.003069,19.9233,51.9058,29.7963
1,3.76669,-3.92228,-8.16504,0.000046,-0.006651,-0.010839,19.8151,51.146,30.1366
1,3.83371,-4.00076,-8.3947,-0.002719,-0.042504,0.024734,20.0319,51.2467,29.788
1,3.76936,-4.11097,-8.0489,-0.006434,-0.022578,-0.008095,19.6997,51.81,29.7979
1,3.72382,-4.07475,-8.28063,0.020375,0.030594,0.022381,20.2566,52.1056,29.6789
1,3.76187,-3.84775,-8.31931,0.010706,0.005213,-0.011988,19.7141,50.9268,30.714
1,3.73532,-3.95825,-7.97295,-0.000965,0.009978,-0.013658,20.2627,52.4287,29.9138
1,3.6871,-4.11206,-8.24257,0.026727,0.006036,-0.022615,19.588,51.2709,29.9091
1,3.80421,-3.96051,-8.16435,0.008414,0.023193,0.004439,20.0343,51.7906,29.7938
1,3.72756,-3.92233,-8.20411,0.005417,0.000562,0.004505,20.4753,51.1138,29.6657
1,3.65385,-4.03489,-8.12786,0.00281,0.003119,0.007896,19.3606,50.8504,29.7914
1,3.80287,-3.96085,-8.20286,-0.002362,0.01886,0.005829,20.6084,51.3103,30.7079
1,3.76482,-3.9985,-8.2033,-0.003107,-0.006917,-0.018409,19.3668,51.7189,29.9164
1,3.88299,-3.88455,-8.08645,0.008944,0.029943,-0.023747,19.4869,51.0517,30.4865
1,3.76989,-3.84573,-8.08828,0.010576,0.027743,0.016312,19.3501,51.076,29.2153
1,3.83825,-3.92387,-8.27943,-0.001297,0.024342,-0.008185,20.0371,51.8978,29.9107
1,3.80234,-4.03673,-8.20261,0.003503,-0.01168,-0.013463,20.4814,51.4369,29.9006
1,3.68709,-3.9227,-8.28169,-0.047848,-0.003772,-0.027248,19.9352,52.0065,30.3759
1,3.88139,-3.92282,-8.12483,0.029512,0.045546,0.012956,20.1542,52.1056,30.143
1,3.72809,-3.84645,-8.20436,-0.003127,-0.037282,0.002336,20.2674,51.4433,30.366
1,3.84521,-3.88426,-8.08702,0.01122,0.006433,0.001428,19.5994,51.2628,30.4875
1,3.76722,-3.8464,-8.16529,0.017061,0.004864,0.001453,20.0428,51.1299,30.3652
1,3.84012,-3.84766,-8.24117,0.022343,0.017934,0.016985,19.8212,51.4691,30.3714
1,3.76,-3.92396,-8.35757,-0.016028,0.005732,-0.006471,20.1498,51.1266,30.1325
1,3.72569,-3.99854,-8.24237,-0.004881,0.025417,0.002666,20.0384,51.6786,30.024
1,3.76615,-3.99816,-8.16479,-0.004748,0.025257,-0.003187,19.5894,51.5973,29.9126
1,3.77043,-3.95922,-8.0494,-0.011322,0.00698,0.005329,19.4851,51.1621,30.372
1,3.80207,-3.88531,-8.24161,-0.016148,-0.004177,-0.031861,20.1603,52.4287,30.3779
1,3.80287,-3.96085,-8.20286,-0.008089,-0.021794,-0.008927,20.4905,51.4304,30.3633
1,3.68602,-3.8851,-8.32032,-0.016337,-0.002108,0.01249,19.5912,51.4869,30.0271
1,3.76749,-3.99783,-8.12629,0.01597,0.006609,-0.025244,20.1397,50.9156,29.6674
1,3.76267,-3.92329,-8.28056,0.000609,0.003544,-0.005489,20.0283,51.4675,29.5589
1,3.76508,-3.96056,-8.20342,-0.031216,0.027918,-0.010967,19.5951,50.8293,30.3671
1,3.76348,-3.99883,-8.24181,-0.004394,-0.043537,-0.011252,20.4596,50.6884,28.967
1,3.76,-3.92396,-8.35757,0.001545,0.024162,0.013572,19.5989,51.1541,30.4863
1,3.73157,-3.92132,-8.0886,0.044319,-0.020106,-0.011531,20.8265,51.1918,30.4727
1,3.88166,-3.88488,-8.12496,0.016648,0.009272,-0.020135,19.8098,51.4772,29.793
1,3.73398,-3.95859,-8.01146,0.007213,-0.004498,0.001858,20.0402,51.5682,30.1385
1,3.84841,-3.80771,-8.01025,0.006624,-0.010554,-0.00503,20.3786,51.8735,30.2537
1,3.84574,-3.99774,-8.04814,0.008677,0.037658,-0.016816,18.7077,51.9687,30.3896
1,3.76374,-3.96089,-8.24193,0.048484,-0.001777,0.013348,19.6022,51.37,30.6043
1,3.70154,-3.95695,-7.858,0.012744,-0.010817,-0.018328,19.3668,51.7189,29.9164
1,3.83478,-4.03836,-8.35607,-0.045805,0.03049,-0.029458,19.9334,52.1169,30.2614
1,3.72488,-3.923,-8.28113,0.016271,-0.009984,0.00932,20.4926,50.8833,30.5889
1,3.83986,-3.8856,-8.24104,-0.046586,0.001669,-0.012851,20.0428,51.1299,30.3652
1,3.91597,-3.8103,-8.24016,-0.006328,-0.011207,-0.020261,20.0268,51.1412,29.5554
1,3.8436,-3.92253,-8.1254,-0.029203,0.004328,-0.048468,20.3731,51.6592,30.02
1,3.79993,-3.99946,-8.27975,0.011234,0.033519,-0.016917,19.8243,51.1395,30.5993
1,3.91758,-3.96139,-8.16265,-0.016077,-0.008172,0.004778,19.6001,51.9171,30.3788
1,3.75813,-4.00017,-8.39583,0.01442,0.023068,-0.003843,19.6969,51.7028,29.681
1,3.80153,-3.96118,-8.24136,0.003669,-0.01763,-0.016995,19.8176,51.6899,30.1424
1,3.76802,-3.92195,-8.12653,0.013258,-0.009597,-0.004912,19.7083,51.6947,30.2594
1,3.99074,-3.73534,-8.27778,-0.035301,0.03617,0.017656,19.4792,51.3845,30.0273
1,3.72488,-3.923,-8.28113,-0.003529,0.015768,-0.01434,20.2545,51.125,29.7841
1,3.76561,-3.88468,-8.20367,0.015404,0.015506,-0.005745,20.2576,50.7955,30.012
1,3.68549,-3.96098,-8.32008,-0.023717,0.015707,-0.003743,20.2615,51.6657,30.0213
1,3.801,-3.8477,-8.28024,0.007172,0.010335,-0.00602,20.272,51.44,30.5974
1,3.72729,-3.96026,-8.20399,0.003246,0.00752,-0.014518,19.823,51.3587,30.486
1,3.76374,-3.96089,-8.24193,0.034193,-0.00285,-0.016119,19.7033,51.5892,30.0269
1,3.75653,-4.03845,-8.43421,0.019275,-0.040322,-0.030894,19.9419,51.4562,30.8328
1,3.76107,-3.96156,-8.31894,0.039211,-0.008549,-0.013731,19.8135,51.8019,29.9122
1,3.80956,-3.95917,-8.01032,-0.004108,-0.002421,0.023503,20.0407,51.677,30.1397
1,3.95456,-3.88614,-8.20084,-0.01521,0.048668,0.003282,20.4987,51.2063,30.8238
1,3.80233,-3.84737,-8.24173,0.025347,-0.009939,-0.02482,19.6817,51.3862,28.9834
1,3.79699,-4.03807,-8.35663,0.011725,0.021625,0.006103,19.5953,51.3748,30.2573
1,3.76482,-3.9985,-8.2033,-0.027171,-0.005747,-0.021192,20.148,51.237,30.018
1,3.69057,-3.99758,-8.16593,-0.009841,0.023654,0.002544,20.3803,51.2177,30.478
1,3.88273,-3.92249,-8.08633,0.019715,0.026068,-0.019553,20.7211,52.0669,30.599
1,3.69111,-3.9217,-8.16617,0.008619,0.042655,-0.017491,20.2526,52.2177,29.4487
1,3.72676,-4.03614,-8.20374,-0.020575,-0.00228,-0.020994,20.3768,50.4562,30.4699
1,3.72355,-3.92333,-8.31963,0.026294,0.017236,-0.010561,19.2584,51.3958,30.1456
1,3.86588,-3.85097,-8.58716,0.016829,-0.012301,-0.014145,19.9259,51.4675,30.023
1,3.77177,-3.95888,-8.01089,-0.003644,0.020835,-0.012507,19.9323,51.3539,30.3689
1,3.72997,-3.95959,-8.12698,0.021661,0.037451,-0.002448,20.0219,51.5812,29.2131
1,3.72783,-3.88439,-8.20424,-0.007069,0.022541,-0.009154,20.1534,50.9059,30.3616
1,3.72569,-3.99854,-8.24237,0.010482,0.018625,-0.010722,19.813,51.6931,29.911
1,3.68522,-3.99892,-8.31995,0.023397,0.009466,0.012547,19.9162,51.3652,29.5591
1,3.69004,-3.88409,-8.20481,0.021611,-0.001911,0.025526,20.3759,51.7664,30.1368
1,3.75973,-3.9619,-8.35745,0.038912,0.00249,-0.00753,20.7304,51.0782,31.2826
1,3.83692,-3.92421,-8.31793,0.00751,-0.007519,-0.0467,19.6981,52.4659,29.5735
1,3.68656,-3.99858,-8.28145,0.012927,-0.000163,0.003744,21.0445,51.0734,30.2374
1,3.68522,-3.99892,-8.31995,0.003449,0.010758,0.011493,20.2679,51.5521,30.3672
1,3.80367,-3.84703,-8.20323,0.012741,0.010738,0.004929,20.3685,51.6625,29.7886
1,3.95403,-3.96202,-8.20059,0.024108,-0.035744,0.010262,20.3799,51.6544,30.367
1,3.79859,-3.81043,-8.35738,-0.055669,-0.031416,0.006017,20.7148,52.1805,30.2531
1,3.84173,-3.99874,-8.16366,-0.023686,-0.018004,0.016895,19.6974,51.8116,29.6822
1,3.75893,-4.07572,-8.35708,0.022153,0.01386,-0.009053,19.3676,51.391,30.0286
1,3.719,-4.00022,-8.4349,0.032931,0.000941,0.000698,19.9284,52.0114,30.0289
1,3.76321,-4.03677,-8.24168,0.028802,0.004122,-0.002595,19.7066,51.8051,30.1449
1,3.76,-3.92396,-8.35757,-0.01032,0.009253,-0.003776,20.0433,51.2386,30.3664
1,3.80287,-3.96085,-8.20286,0.035335,-0.007318,-0.027112,20.1393,51.3523,29.5564
1,3.87631,-3.88622,-8.27898,-0.014534,0.019104,-0.007691,19.7023,51.3716,30.0246
1,3.83665,-3.96215,-8.31781,-0.007749,-0.003741,0.038453,20.2581,50.9043,30.0132
1,3.84119,-3.88526,-8.20254,-0.006727,0.024591,-0.025795,20.4755,51.6593,29.5559
1,3.84547,-3.84632,-8.08714,0.016949,-0.05371,-0.029685,20.0352,51.4627,29.906
1,3.83932,-3.96148,-8.2408,-0.014751,-0.008755,-0.016949,20.1588,52.1024,30.3744
1,3.76642,-3.96022,-8.16492,0.01063,0.002841,-0.007052,20.0417,51.8945,30.142
1,3.72596,-3.9606,-8.2425,0.000376,0.035233,0.021434,20.8265,51.1918,30.4727
1,3.801,-3.8477,-8.28024,-0.023565,0.015524,-0.010431,19.8233,50.922,30.597
1,3.72729,-3.96026,-8.20399,-0.034481,0.017931,-0.007154,20.7146,51.635,30.363
1,3.79752,-3.96219,-8.35688,0.016685,0.01662,-0.026582,20.4933,50.0098,30.8109
1,3.73023,-3.92165,-8.1271,-0.025037,0.017728,-0.020407,18.9401,50.9671,31.0705
1,3.76508,-3.96056,-8.20342,0.008038,-0.010225,0.005862,20.5959,52.083,29.9063
1,3.76134,-3.92362,-8.31907,0.009557,0.008867,-0.000187,19.6108,51.2547,31.0659
1,3.83772,-3.99975,-8.27918,-0.003952,0.008066,0.009638,19.3732,51.6053,30.2623
1,3.68736,-3.88477,-8.28182,0.021073,-0.015619,-0.015867,19.4898,51.7044,30.4935
1,3.8026,-3.99879,-8.20273,0.013357,0.007728,0.016538,19.9303,50.9188,30.3643
1,3.79271,-3.88765,-8.51115,0.009288,0.02644,0.000377,20.1485,51.3458,30.0192
1,3.76401,-3.92295,-8.24205,0.008757,0.015386,-0.005836,19.6992,51.7012,29.7967
1,3.80956,-3.95917,-8.01032,-0.009326,0.01564,-0.015255,20.0356,51.5714,29.9072
1,3.73371,-3.99653,-8.01133,0.010798,-0.019735,-0.037025,20.3754,51.6576,30.1357
1,3.80528,-3.99812,-8.12572,0.044402,0.020237,-0.004378,19.9259,51.4675,30.023
1,3.83959,-3.92354,-8.24092,-0.003226,-0.010058,-0.010992,20.2594,50.6851,30.1265
1,3.76749,-3.99783,-8.12629,0.039729,0.047891,0.000632,19.813,51.6931,29.911
1,3.80474,-3.88463,-8.1646,0.007321,0.067022,-0.012544,19.4823,51.055,30.2551
1,3.69084,-3.95964,-8.16605,-0.004934,0.005771,0.017907,19.4802,51.6021,30.0296
1,3.88139,-3.92282,-8.12483,0.020667,0.02183,-0.022184,20.1436,51.7858,29.6768
1,3.76535,-3.92262,-8.20355,-0.014605,-0.012217,-0.021237,18.9409,52.1669,30.8519
1,3.80046,-3.92358,-8.27999,0.033294,0.032732,0.000894,19.3729,52.042,30.1513
1,3.87738,-3.92383,-8.24035,0.032946,-0.012218,0.00863,19.4807,51.7109,30.0308
1,3.83505,-4.00042,-8.35619,0.015454,0.019552,-0.010627,20.0394,51.8961,30.0264
1,3.7313,-3.95926,-8.08847,-0.003967,-0.020859,-0.008008,19.8124,51.0389,30.0197
1,3.84708,-3.9974,-8.00963,0.012166,0.041001,0.010912,19.708,52.1314,30.1484
1,3.842,-3.9608,-8.16378,0.023651,0.005053,0.004052,20.0322,50.81,29.899
1,3.76561,-3.88468,-8.20367,0.008625,0.052702,0.012915,19.9249,51.2499,30.0207
1,3.69031,-4.03552,-8.1658,-0.023554,0.033778,0.01439,20.2437,51.7874,29.097
1,3.87925,-3.84761,-8.20209,0.015133,0.010084,0.009953,20.0381,52.1153,29.913
1,3.76669,-3.92228,-8.16504,0.031947,0.006039,0.004192,20.142,52.4417,29.4524
1,3.7616,-3.88568,-8.31919,0.017706,-0.021376,-0.010248,19.5697,51.2839,28.9836
1,3.76348,-3.99883,-8.24181,-0.057424,-0.010802,-0.003368,20.0365,51.2435,30.0194
1,3.83879,-4.03735,-8.24055,-0.014724,0.019334,0.00067,19.824,51.5763,30.4883
1,3.84441,-3.99807,-8.08665,-0.002473,-0.002558,-0.012411,20.0296,51.2484,29.6723
1,3.75733,-4.11399,-8.39546,0.025632,0.036105,0.006752,20.4894,52.195,30.1401
1,3.76963,-3.88367,-8.08815,-0.005892,-0.002503,-0.008276,20.4626,51.341,28.974
1,3.87979,-3.9611,-8.16322,0.003102,-0.005644,-0.03667,19.694,51.0502,29.674
1,3.76535,-3.92262,-8.20355,-0.011284,0.046554,0.014963,19.2602,51.2854,30.2601
1,3.76749,-3.99783,-8.12629,-0.010736,0.025983,-0.033323,19.4794,51.93,29.9174
1,3.80608,-4.07366,-8.08697,0.001912,-0.015081,-0.014429,20.2614,51.1202,30.1312
1,3.76267,-3.92329,-8.28056,0.005392,-0.035545,0.029242,19.9329,52.0081,30.2602
1,3.72756,-3.92233,-8.20411,0.018942,0.021055,-0.018889,19.9329,52.0081,30.2602
1,3.72703,-3.9982,-8.20387,-0.021225,-0.017099,0.017792,20.026,51.4691,29.4433
1,3.76374,-3.96089,-8.24193,-0.006679,0.042799,-0.002646,20.0352,51.4627,29.906
1,3.79886,-3.96185,-8.31837,0.023836,-0.00092,-0.000316,19.8377,51.5665,31.1824
1,3.76909,-3.95955,-8.0879,-0.029273,0.021236,0.018089,20.255,51.2338,29.7853
1,3.7297,-3.99753,-8.12685,-0.0215,0.032511,-0.002336,20.5962,51.6463,30.0173
1,3.75733,-3.92463,-8.43458,-0.006939,0.004315,-0.003056,19.2563,51.9429,29.9201
1,3.87497,-3.88656,-8.31749,0.00962,0.014541,-0.006687,19.5811,51.2758,29.562
1,3.8034,-3.88497,-8.2031,-0.016309,0.016748,-0.001106,19.6019,51.8067,30.4933
1,3.76776,-3.95989,-8.12641,0.004599,-0.00029,0.004467,20.4961,51.6447,30.5971
1,3.8018,-3.92324,-8.24149,0.001694,-0.000855,-0.013973,20.0397,51.4594,30.1374
1,3.88353,-3.80867,-8.0867,0.00868,0.013638,-0.038482,19.1463,51.2935,30.1458
1,3.80555,-3.96018,-8.12584,-0.025876,-0.006094,-0.004475,20.0356,51.5714,29.9072
1,3.71981,-4.07576,-8.39615,-0.022164,0.024082,-0.004288,20.0417,51.8945,30.142
1,3.80073,-4.075,-8.24099,0.007686,0.004786,-0.025411,19.7082,51.1492,30.3693
1,3.72301,-3.99921,-8.31938,-0.022374,0.024335,0.004909,20.4776,51.1121,29.7814
1,3.72836,-3.99787,-8.16536,-0.007205,0.000332,-0.025749,20.3762,51.3297,30.2478
1,3.72623,-4.11202,-8.20349,-0.009074,0.023549,-0.031709,19.3626,51.2855,29.7961
1,3.87791,-3.84795,-8.2406,-0.020917,0.03345,-0.029037,19.7041,51.2612,30.1391
1,3.65305,-3.95935,-8.16662,0.002796,-0.028271,-0.008159,20.4918,51.2112,30.4767
1,3.68469,-4.0748,-8.3197,0.074025,0.035907,-0.000979,20.0374,51.461,30.0217
1,3.84788,-4.07295,-7.97088,-0.062715,-0.033517,0.025076,19.7944,52.1428,28.8745
1,3.77204,-4.1103,-7.97189,0.13753,-0.016772,0.01904,20.0383,52.6608,29.8031
1,3.68523,-4.18828,-8.28083,-0.056691,0.010884,0.024081,19.6793,52.37,28.6468
1,3.79726,-4.18949,-8.31763,0.003607,0.086949,-0.045373,19.5828,52.1476,29.4556
1,3.91357,-3.96239,-8.27817,0.12262,0.093354,0.019058,19.7013,52.6818,29.6915
1,3.88996,-4.22365,-7.81579,0.173305,0.066568,-0.073896,19.3355,52.3959,28.1881
1,4.25795,-4.11544,-8.11854,0.121478,0.048968,-0.012471,18.3307,52.7819,28.0881
1,4.0052,-4.33767,-7.73671,0.309748,0.066542,-0.041198,18.2043,53.5628,27.1721
1,4.09977,-4.67434,-7.11836,0.289055,0.040216,-0.102481,18.2786,54.4557,25.0978
1,4.36919,-4.60919,-8.07672,-0.361822,0.10192,0.00298,16.7099,55.5331,24.5487
1,4.15502,-4.33918,-7.77294,0.118306,0.053653,-0.022388,17.4198,53.8287,26.9525
1,4.53025,-4.72149,-7.76603,0.234251,0.037118,-0.028928,17.3932,55.0479,25.3457
1,4.03115,-4.8235,-6.88796,0.323214,0.017097,-0.053481,16.3597,55.6726,23.7441
1,4.56804,-4.72178,-7.76547,-0.25031,-0.019846,-0.145724,15.5813,54.7339,24.0901
1,4.46216,-4.79477,-7.53588,-0.046088,0.011744,-0.041765,15.482,55.932,24.4513
1,4.44049,-4.64872,-8.19098,0.379124,0.049839,-0.084282,14.6768,55.6671,23.3004
1,5.62185,-3.82209,-8.06062,0.159069,0.164381,-0.095992,14.4003,57.5729,20.1995
1,5.24398,-5.33406,-7.75328,-0.413208,-0.006814,0.364791,13.6455,56.2901,21.8145
1,7.63885,-5.76428,-2.86654,0.924434,-0.306336,1.19315,16.2576,58.4729,17.989
1,-2.12508,-3.15512,-3.9453,-0.423494,0.417122,0.399232,23.4908,53.9558,23.5282
1,4.22603,-5.5357,-14.1952,-1.11406,0.402136,-1.6508,18.6198,51.631,31.66
1,6.21391,-3.7163,-8.43698,-1.60553,0.301008,-0.647739,13.8933,49.6764,35.7435
1,5.39469,-0.402166,-7.69068,-1.26355,-0.008556,-0.719278,10.8003,41.6878,44.7197
1,4.71448,-0.396913,-7.70089,0.765504,0.061565,-0.41811,9.3495,41.1174,44.8459
1,4.40291,-1.77007,-8.77857,1.89655,-0.184856,-0.163956,8.37323,47.9941,39.1447
1,3.18226,-3.06102,-9.94712,1.8083,-0.145006,-0.928394,5.71169,51.8115,33.5457
1,3.80127,-3.99912,-8.24124,1.25492,0.614683,-1.8854,-4.60089,55.7868,24.7955
1,4.91344,-2.26138,-8.11498,0.702363,0.506776,-2.64647,-19.8051,50.5405,19.0109
1,5.94939,0.774225,-7.18601,0.034548,1.10225,-3.06212,-29.8227,40.484,16.9341
1,9.10458,8.84103,-6.08831,-0.163663,1.96377,-1.04149,-46.1553,32.6557,5.46395
1,4.08884,-0.045679,-2.93901,-1.35084,3.99224,-0.692373,-48.4172,29.0957,-12.1393
1,4.67104,6.33832,7.09338,-1.61074,3.18022,-1.21749,-44.0804,25.9066,-29.1197
1,9.48393,3.54977,9.21471,-0.175644,0.878446,-0.428263,-38.8905,28.5872,-32.5064
1,7.57896,5.68011,3.94471,1.52524,-0.199104,0.129879,-39.5,25.8189,-34.4966
1,7.50435,5.13118,1.90561,1.39433,0.286306,0.015992,-39.1037,21.3543,-36.0538
1,7.18044,7.30636,3.00955,1.14161,0.66885,0.248981,-35.8878,17.6521,-41.9169
1,6.08046,7.92097,7.10915,0.45793,0.721621,0.414724,-31.7647,14.6515,-47.2043
1,6.93192,5.08772,5.01466,0.238083,0.107076,0.498135,-30.207,16.2009,-47.7841
1,7.18654,5.7649,4.59283,-0.995593,-0.798782,0.492889,-31.8483,18.785,-46.6959
1,8.46251,3.04427,2.73524,-0.20724,-1.12047,0.543772,-36.5216,23.0127,-41.2733
1,9.24361,2.5329,1.4016,0.838114,-0.899075,0.234511,-39.7664,23.3526,-36.1404
1,9.06979,3.04883,-0.450134,0.095006,-0.946896,-0.260549,-42.8921,21.8255,-30.2189
1,9.36076,4.53044,0.011075,-0.57347,-0.729048,-0.362519,-45.4847,20.3928,-25.5755
1,8.52734,4.18572,-1.07789,0.484074,-0.675522,-0.251721,-46.5409,19.8697,-22.4443
1,7.91426,2.73935,-2.12136,0.445371,-0.339881,-0.636629,-48.3834,16.6676,-18.9859
1,7.43167,6.50445,-1.56398,-0.441593,0.352325,-0.683524,-47.8385,13.8071,-19.023
1,8.06421,5.85318,-1.70625,-0.344292,0.269089,-0.221183,-47.75,11.7437,-19.7406
1,6.95057,6.43505,-1.26305,-0.101147,0.040392,-0.089188,-47.6341,11.1885,-19.4007
1,7.22873,6.66366,-0.913267,0.066097,0.262571,-0.054764,-47.5678,9.79546,-21.3839
1,7.21081,6.58342,-1.4136,0.479705,0.462784,0.055702,-46.4716,9.52632,-22.3252
1,7.94602,5.92859,-1.86223,0.498953,0.855714,-0.020771,-45.6685,8.01014,-26.5169
1,7.32687,6.76402,1.89744,-0.745742,1.85064,-0.291519,-41.7284,7.46744,-35.9419
1,4.92459,5.92548,3.59622,-1.79553,1.4043,-0.008796,-36.008,12.2084,-41.1641
1,8.10659,5.53395,5.03075,-0.080591,0.160058,0.140555,-32.6888,16.6174,-43.5849
1,6.09387,4.9031,4.84878,-0.421625,0.051708,0.219505,-32.0079,18.6438,-43.4552
1,8.15864,5.22448,4.41678,0.626039,-0.301969,0.368836,-32.5463,18.8806,-42.5206
1,7.25312,5.1842,3.36419,-0.103675,-0.348375,0.575898,-32.8565,18.2279,-41.1353
1,8.45946,4.37881,3.46195,-0.047712,-0.43909,0.586235,-34.6249,19.4108,-40.5237
1,8.50215,4.067,2.57843,0.0114,-0.333243,0.475947,-35.05,21.0586,-39.8067
1,8.93985,3.52933,2.24042,0.052438,-0.05346,0.316724,-35.8021,22.3928,-38.6264
1,9.19156,2.653,2.05471,-0.156566,0.061826,0.144747,-34.9077,22.7763,-38.6325
1,8.86909,3.26601,2.43268,0.041608,0.098184,-0.116375,-35.1349,22.9012,-38.86
1,8.30628,2.70331,2.65707,0.067506,0.230965,-0.469386,-35.3811,20.8571,-39.5736
1,7.23471,3.13447,3.25537,0.111107,0.318078,-1.36177,-35.6306,17.0694,-40.0745
1,6.56328,4.9598,3.12369,-0.556549,0.144993,-2.13814,-35.0964,13.3436,-40.468
1,4.21616,8.81173,3.26797,-0.186781,0.340434,-1.81114,-35.187,8.86108,-38.4321
1,3.50769,9.2839,4.52585,-0.403661,0.565805,-1.47915,-32.8526,8.94958,-38.9208
1,1.83981,8.2448,5.65899,-0.678515,0.618614,-0.820909,-31.266,12.3336,-38.4396
1,1.42377,8.82577,6.61299,0.129032,0.292177,-0.472456,-31.1745,12.4505,-39.4809
1,1.32492,8.93414,5.91837,-0.11123,0.037261,-0.045134,-31.1722,12.4488,-39.3653
1,1.31183,8.21128,5.68969,-0.447941,-0.032449,0.187199,-30.5001,12.5173,-39.2565
1,1.44607,7.57181,6.42511,-0.256724,-0.171031,0.31474,-30.4834,14.6879,-38.8861
1,2.27646,7.36601,5.3606,-0.035421,-0.130638,0.243731,-30.9238,12.9636,-38.2053
1,2.19715,6.64608,5.40033,0.269719,-0.01426,-0.094465,-31.0453,13.3045,-38.7788
1,1.72002,8.4713,5.42551,0.184984,-0.056978,-0.553187,-31.7274,10.5151,-38.8011
1,1.70503,9.37647,4.80644,0.049072,-0.107812,0.019124,-32.7051,9.79065,-37.2932
1,1.86475,8.88511,5.15687,-0.518378,0.124931,0.29748,-32.0333,11.8235,-37.6262
1,1.77773,10.9853,6.57252,0.026736,-0.081697,1.29981,-30.1504,13.7967,-38.7838
1,2.78421,8.05783,6.78991,-0.211188,-0.262811,2.39301,-28.181,17.8545,-41.6558
1,5.56945,9.42493,5.13357,1.18948,0.038503,2.83549,-26.8653,21.8309,-43.7112
1,4.10154,0.52802,6.0268,0.107146,0.728944,2.9389,-18.9739,28.7044,-46.8521
1,6.66082,-0.592732,5.99195,1.0494,0.813353,1.23093,-10.1359,27.9217,-51.2437
1,7.23373,-0.244966,7.19246,0.449253,0.49864,-0.018742,-4.72572,24.9169,-53.5369
1,6.76708,3.39097,6.05707,-0.157435,-0.136611,-0.133239,-4.3018,22.5061,-54.1464
1,6.77109,3.01326,6.25084,0.011022,-0.072767,-0.049596,-5.5408,22.4764,-54.7112
1,6.92548,2.14184,6.52551,0.013026,0.063551,0.069307,-5.64302,23.0219,-54.3569
